u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
1143317409,4163527992,0,98836076,0,secondary,True,115.971,,,,,Rua Tenente Valadim,,,,,,,10693
1143317409,1143318674,0,"[1081730600, 121386840]",0,residential,False,208.476,,,,,"['Rua do Tenente Valadim', 'Rua Tenente Valadim']",,,,,,,10694
1143317428,1143316878,0,"[557662768, 557662767, 98836095]",1,secondary_link,False,18.372999999999998,2,,,,Avenida da República,,,,,,,10695
1143317428,1143316478,0,675282091,1,secondary,False,241.66499999999996,2,EN 1,,,Avenida da República,,,,,,,10696
1143317431,1643293162,0,98836017,0,residential,False,152.662,,,,,Travessa de Conselheiro Veloso da Cruz,,,,,,,10697
1143317431,1143316194,0,98836017,0,residential,True,274.368,,,,,Travessa de Conselheiro Veloso da Cruz,,,,,,,10698
1143317431,1143316697,0,"[98836067, 692241566]",0,residential,True,310.153,,,,,Rua Particular as Árvores,,,,,,,10699
1143317450,1143318257,0,98835860,1,residential,False,122.221,,,,,Rua de Carlos Guedes de Amorim,,,,,,,10700
1143317450,7264110063,0,98836062,1,tertiary,False,72.00200000000001,,,,,Rua de José Mariani,,,,,,,10701
1143317460,1143317801,0,98835805,0,residential,False,113.542,,,,,Travessa Nova de Bustes,,,,,,,10702
1143317460,1143318439,0,778337228,1,tertiary,False,57.29899999999999,,,,,Rua de Bustes,,,,,,,10703
1143317461,1143318248,0,308992300,0,residential,False,90.952,,,,,Rua de Pinho Valente,,,,,,,10704
1143317461,1143316231,0,308992300,0,residential,True,148.576,,,,,Rua de Pinho Valente,,,,,,,10705
1143317463,1143317769,0,98836033,0,residential,False,30.021,,,,,Praça de Manuel da Silva Reis,,,,,,,10706
1143317463,1143317895,0,98835983,0,residential,False,149.576,,,,,Praça de Manuel da Silva Reis,,,,,,,10707
1143317463,1262329290,0,98836033,0,residential,True,96.147,,,,,Praça de Manuel da Silva Reis,,,,,,,10708
1143317476,1143317902,0,98835809,1,residential,False,70.972,,,,,Rua de José Fontana,,,,,,,10709
1143317476,1143316916,0,840586289,0,tertiary,True,53.803,,,,,Travessa de José Fontana,,,,,,,10710
1143317476,1143317886,0,840586289,0,tertiary,False,89.78099999999999,,,,,Travessa de José Fontana,,,,,,,10711
1143317483,1143317247,0,349661208,1,secondary,False,6.614,1,EN 1,,,Avenida da República,,,,,,,10712
1143317483,1142604567,0,98754010,0,secondary,True,138.27,,,,,Rua Rodrigues de Freitas,,,,,,,10713
1143317484,1143318121,0,901709035,0,residential,False,62.132999999999996,,,,,Rua Doutor António Granjo,,,,,,,10714
1143317495,1143318569,0,151516216,0,residential,False,33.821,2,,,,Rua Professor Augusto Nogueira,,,,,,,10715
1143317495,1143317251,0,98835804,0,residential,False,324.449,2,,,,Rua de Manuel Salgueiral,,,,,,,10716
1143317495,1143316341,0,108386753,0,residential,True,92.487,2,,,,Rua Professor Augusto Nogueira,,,,,,,10717
1143317527,1147199752,0,121389588,0,tertiary,False,58.571,,,50,,Rua Fernandes dos Anjos,,,,,,,10718
1143317527,1143316534,0,121389581,0,tertiary,True,76.274,,,50,,Rua de Vera Cruz,,,,,,,10719
1143317527,3175764923,0,286439779,1,residential,False,78.108,,,50,,Rua de André de Castro,,,,,,,10720
1143317528,1143317827,0,1081730606,0,tertiary,False,46.874,,,,,Rua da Fonte,,,,,,,10721
1143317528,4831300884,0,98835932,0,tertiary,True,233.01699999999997,,,,,Rua Abílio de Azevedo,,,,,,,10722
1143317528,1143318604,0,98835956,0,tertiary,False,175.44299999999998,,,,,Rua Abílio de Azevedo,,,,,,,10723
1143317538,1148228673,0,99272593,1,secondary,False,52.185,,,,,Travessa da Serna,,,,,,,10724
1143317538,1143317017,0,740656287,0,secondary,False,141.738,,EM 627,,,Rua da Bélgica,,,,,,,10725
1143317540,6223715996,0,308992635,0,secondary,False,48.896,2,EN 1-16,,,Rua Barão do Corvo,,,,,,,10726
1143317540,685214655,0,308992636,0,secondary,True,69.917,2,EN 1-16,,yes,Rua Barão do Corvo,,,,,,,10727
1143317542,3457290845,0,854247679,1,residential,False,78.45400000000001,,,,,Rua Doutor António Granjo,,,,,,,10728
1143317549,1143317891,0,98835958,0,tertiary,False,73.604,,,,,Rua de José Falcão,,,,,,,10729
1143317549,1143317296,0,750255777,0,tertiary,True,151.267,,,,,Rua de José Falcão,,,,,,,10730
1143317549,1143318579,0,98836010,0,residential,False,194.78499999999997,,,,,Rua Manuel da Silva Cruz,,,,,,,10731
1143317549,1143317021,0,750255776,0,residential,False,55.334999999999994,,,,,Rua de Valente Perfeito,,,,,,,10732
1143317555,1143317374,0,98835876,0,residential,False,84.72200000000001,,,,,Rua da Fonte Nova,,,,,,,10733
1143317555,1143317025,0,273625809,1,tertiary,False,20.302999999999997,,,,,Rua Rei Ramiro,,,,,,,10734
1143317563,1788787156,0,39631983,1,residential,False,96.30899999999998,,,,,Praça de Pedro Nunes,,,,,,,10735
1143317563,475050311,0,128246785,1,residential,False,45.352,,,,,Praça de Pedro Nunes,,,,,,,10736
1143317563,297880635,0,800460937,1,residential,False,30.115000000000002,,,,,Rua Augusto Luso,,,,,,,10737
1143317578,1143316482,0,98836077,0,residential,False,29.35,,,,,Largo de Miguel Bombarda,,,,,,,10738
1143317578,2352440667,0,"[1015841574, 857654951]",0,living_street,True,184.762,,,,,Avenida de Diogo Leite,,,,,,,10739
1143317578,1278650850,0,1015841573,0,living_street,False,50.233999999999995,,,,,Avenida de Diogo Leite,,,,,,,10740
1143317597,1145514166,0,98835922,0,residential,False,15.812,,,,,Rua de Santarém,,,,,,,10741
1143317615,4831300884,0,98835932,0,tertiary,False,13.805,,,,,Rua Abílio de Azevedo,,,,,,,10742
1143317615,1143316384,0,98835932,0,tertiary,True,4.572,,,,,Rua Abílio de Azevedo,,,,,,,10743
1143317615,1143316840,0,98836080,0,residential,False,182.07600000000002,,,,,Rua de Alves Correia,,,,,,,10744
1143317616,1643295268,0,258356481,0,residential,False,35.202,,,50,,Rua de Castro Portugal,,,,,,,10745
1143317616,7193602497,0,98835975,0,residential,True,40.423,,,,,Rua Doutor Miguel Assunção Lopes,,,,,,,10746
1143317616,1143318383,0,258356481,0,residential,True,70.67099999999999,,,50,,Rua de Castro Portugal,,,,,,,10747
1143317619,2069895473,0,98835913,0,secondary,False,42.611,,,,,Travessa Barrosa,,,,,,,10748
1143317619,1143317649,0,304589602,0,residential,True,34.291,,,,,Rua António Correia Carvalho,,,,,,,10749
1143317619,1143318507,0,483715722,0,secondary,False,45.85,,,,,Rua António Correia Carvalho,,,,,,,10750
1143317625,1146570454,0,110447478,0,secondary,False,30.123,,,,,Rua de Fonte Lodosa,,,,,,,10751
1143317625,1143317354,0,110447478,0,secondary,True,100.35900000000001,,,,,Rua de Fonte Lodosa,,,,,,,10752
1143317625,1262329324,0,110560969,0,residential,True,42.655,,,,,Rua de Fonte Lodosa,,,,,,,10753
1143317627,1148228203,0,99272601,0,residential,True,109.88900000000001,,,,,Rua do Calisto,,,,,,,10754
1143317627,1143318845,0,"[1042719918, 740656287]",0,secondary,False,120.92,,EM 627,,,Rua da Bélgica,,,,,,,10755
1143317627,1143317105,0,740656287,0,secondary,True,35.402,,EM 627,,,Rua da Bélgica,,,,,,,10756
1143317629,1143317074,0,98835944,0,residential,True,109.344,,,,,Rua António Luís Gomes,,,,,,,10757
1143317629,1145512691,0,257711520,0,residential,True,80.54499999999999,,,,,Rua do Agueiro,,,,,,,10758
1143317640,1143318500,0,98836093,0,residential,False,128.495,2,,,,Rua Santa Marinha,,,,,,,10759
1143317642,1731168950,0,"[98835970, 161124162]",1,tertiary,False,30.779,,,,viaduct,Alameda de Cartes,,,,,,,10760
1143317642,791709788,0,"[461932810, 98836021]",0,tertiary,True,46.324,,,,viaduct,Alameda de Cartes,,,,,,,10761
1143317648,1143317124,0,98836061,0,tertiary,False,39.304,,,,,Rampa do Monte da Luz,,,,,,,10762
1143317648,1143316144,0,98836061,0,tertiary,True,74.024,,,,,Rampa do Monte da Luz,,,,,,,10763
1143317648,1148143590,0,99256757,0,residential,False,41.042,,,,,Travessa do Monte da Luz,,,,,,,10764
1143317649,1143317619,0,304589602,0,residential,False,34.291,,,,,Rua António Correia Carvalho,,,,,,,10765
1143317649,2069895473,0,98835991,1,residential,False,53.585,,,,,Travessa da Barrosa,,,,,,,10766
1143317649,1143316644,0,304589603,1,residential,False,265.807,,,,,Travessa da Barrosa,,,,,,,10767
1143317654,7157197757,0,490662623,0,residential,True,21.032,,,,,Rua do Espinheiro,,,,,,,10768
1143317654,1143318659,0,98836076,0,secondary,False,67.348,,,,,Rua Tenente Valadim,,,,,,,10769
1143317654,1143316654,0,490662622,0,secondary,False,84.818,,,,,Rua Tenente Valadim,,,,,,,10770
1143317692,1131292098,0,97721395,1,motorway_link,False,103.639,,,,,,,,,,,,10771
1143317692,2069870068,0,98836072,0,residential,True,59.516999999999996,,,,,Rua Particular Honório Tavares Costa,,,,,,,10772
1143317702,1143317893,0,98835868,0,secondary,True,38.869,2,EN 1-16,,,Largo 5 de Outubro,,,,,,,10773
1143317702,1143318039,0,"[550407332, 308992710]",0,secondary,False,109.144,2,EN 1-16,,,"['Rua Barão do Corvo', 'Largo 5 de Outubro']",,,,,,,10774
1143317702,1143316231,0,"[308992712, 308992711]",0,residential,False,50.698,2,EN 1-16,,,Largo 5 de Outubro,,,,,,,10775
1143317706,1143316630,0,98835912,0,residential,True,141.884,,,,,Rua do Monte da Costa,,,,,,,10776
1143317709,1643294860,0,151516222,1,residential,False,32.451,,,,,Rua de Amorim da Costa,,,,,,,10777
1143317709,1143318214,0,1066573262,0,residential,False,38.161,,,,,Rua de Amorim da Costa,,,,,,,10778
1143317710,1143316230,0,490967821,0,tertiary,True,98.248,,,,,Rua da Associação,,,,,,,10779
1143317710,1143318231,0,98835832,0,residential,False,69.644,,,,,Rua dos Navegadores,,,,,,,10780
1143317710,1143316480,0,1081730602,0,tertiary,True,107.084,,,,,Rua dos Navegadores,,,,,,,10781
1143317711,1143318241,0,98836012,0,tertiary,True,40.986000000000004,1,,,,Largo da Barrosa,,,,,,,10782
1143317711,2086201352,0,198490142,1,residential,False,128.897,,,,,Rua de Alexandre Braga,,,,,,,10783
1143317711,1143316216,0,664917642,1,tertiary,False,280.396,1,,,,Rua Visconde das Devesas,,,,,,,10784
1143317729,1143317760,0,98835935,0,residential,True,136.661,,,,,Rampa da Ribeira da Costa,,,,,,,10785
1143317739,1143316649,0,675282092,1,secondary,False,82.96499999999999,2,EN 1,,,Avenida da República,,,,,,,10786
1143317741,3687578668,0,98836055,0,residential,False,82.475,,,,,Rua do Caminho Velho,,,,,,,10787
1143317741,1143317021,0,98836055,0,residential,True,128.258,,,,,Rua do Caminho Velho,,,,,,,10788
1143317741,1143316368,0,364711969,0,residential,False,162.956,,,,,Rua de Dom Manuel Bento Rodrigues,,,,,,,10789
1143317744,1143316499,0,"[692241552, 198236120]",1,residential,False,103.548,1,,,,Rua Fervença,,,,,,,10790
1143317744,1143318158,0,692241554,1,residential,False,128.91500000000002,,,50,,Rua Particular João Félix,,yes,,,,,10791
1143317760,1143317729,0,98835935,0,residential,False,136.661,,,,,Rampa da Ribeira da Costa,,,,,,,10792
1143317760,1143316630,0,490978704,0,residential,True,43.571,,,,,Rua Margarida da Silva Cruz,,,,,,,10793
1143317760,1143318413,0,490978704,0,residential,False,163.739,,,,,Rua Margarida da Silva Cruz,,,,,,,10794
1143317764,1143316335,0,98836035,1,living_street,False,217.138,,EN 1,,,Avenida da República,,,,,,,10795
1143317764,1143317941,0,258560836,1,living_street,False,167.26999999999998,1,,50,,Rua Rocha Leão,,yes,,,,,10796
1143317769,1143317463,0,98836033,0,residential,True,30.021,,,,,Praça de Manuel da Silva Reis,,,,,,,10797
1143317787,1143317274,0,98835965,0,residential,True,127.025,,,50,,Rua Particular João Félix,,yes,,,,,10798
1143317787,1143318175,0,98835993,1,residential,False,23.707,,,50,,Rua Particular João Félix,,yes,,,,,10799
1143317792,1143318809,0,98835948,1,tertiary,False,137.09300000000002,,,,,Rua Alexandre Herculano,,,,,,,10800
1143317792,1143318596,0,121389585,0,tertiary,False,61.726,,,50,,Rua Rei Ramiro,,,,,,,10801
1143317801,1143318785,0,490967810,0,residential,False,60.058,,,,,Praceta de Bustes,,,,,,,10802
1143317801,1143318785,1,490967810,0,residential,True,95.152,,,,,Praceta de Bustes,,,,,,,10803
1143317801,1143317460,0,98835805,0,residential,True,113.542,,,,,Travessa Nova de Bustes,,,,,,,10804
1143317802,1143316996,0,98836005,0,tertiary,False,104.427,,,,,Rua José Guimarães,,,,,,,10805
1143317802,670432374,0,52889667,1,secondary,False,24.061,3,,,,Rotunda Edgar Cardoso,,,roundabout,,,,10806
1143317804,1143316719,0,557478465,0,residential,False,12.104,2,,50,,Rua Rocha Leão,,yes,,,,,10807
1143317804,1143316716,0,98835867,0,residential,False,40.46,,,50,,Rua Particular João Félix,,yes,,,,,10808
1143317811,1143316536,0,99016615,1,secondary,False,21.746,2,,,,Avenida Nuno Álvares,,,,,,,10809
1143317820,1143316329,0,1081104963,1,secondary,False,41.884,,,,,Largo da Cruz,,,roundabout,,,,10810
1143317827,1143317528,0,1081730606,0,tertiary,True,46.874,,,,,Rua da Fonte,,,,,,,10811
1143317827,1143317124,0,98836061,0,tertiary,True,44.425,,,,,Rampa do Monte da Luz,,,,,,,10812
1143317827,1143318604,0,"[490967825, 99256623]",0,residential,False,363.723,,,,,"['Rua da Fonte', 'Rua Doutor Ribeiro Magalhães']",,,,,,,10813
1143317844,1143316844,0,98835832,0,residential,True,85.96799999999999,,,,,Rua dos Navegadores,,,,,,,10814
1143317844,1143318506,0,98836110,0,residential,False,56.537000000000006,,,,,Rua Alto do Monte da Luz,,,,,,,10815
1143317844,1148143243,0,98836110,0,residential,True,27.334,,,,,Rua Alto do Monte da Luz,,,,,,,10816
1143317847,1143318500,0,"[857833856, 98836118]",0,residential,False,166.32999999999998,,,,,"['Rua de Guilherme Braga', 'Largo de Joaquim de Magalhães']",,,,,,,10817
1143317847,3072646389,0,112517775,1,tertiary,False,151.541,1,,50,,Rua Cândido dos Reis,,permit,,,,,10818
1143317850,1143318846,0,"[97721328, 557662784, 557662783]",1,secondary_link,False,15.291,1,,,,Avenida da República,,,,,,,10819
1143317850,1143318205,0,675282088,1,secondary,False,96.205,2,,,,Avenida da República,,,,,,,10820
1143317860,1143316480,0,778337229,0,tertiary,False,19.852,,,,,Rua de Bustes,,,,,,,10821
1143317860,1148143243,0,98836110,0,residential,False,81.923,,,,,Rua Alto do Monte da Luz,,,,,,,10822
1143317860,1143317460,0,778337228,1,tertiary,False,109.202,,,,,Rua de Bustes,,,,,,,10823
1143317862,1143317102,0,98835870,1,secondary,False,147.19,,,,,Rua de Serpa Pinto,,,,,,,10824
1143317862,1145513688,0,98836104,0,residential,False,222.942,,,,,Rua Dona Leonor Freitas,,,,,,,10825
1143317863,1163403148,0,100639159,0,unclassified,False,132.487,,,,,,,,,,,,10826
1143317863,4537039995,0,121389583,0,residential,False,25.782,,,,,Rua Fábrica da Lã,,,,,,,10827
1143317863,1143318340,0,121389583,0,residential,True,245.70800000000003,,,,,Rua Fábrica da Lã,,,,,,,10828
1143317865,2086448452,0,741984284,0,secondary,False,31.503,2,,,,Rua Doutor Francisco Sá Carneiro,,,,,,,10829
1143317865,2086448456,0,741984285,0,secondary,False,32.559,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10830
1143317865,1670345811,0,98836019,0,secondary,False,194.56099999999998,2,,,,Rua de General Torres,,,,,,,10831
1143317865,2080746595,0,200860488,0,residential,True,59.892,,,,,Rua Álvares Cabral,,,,,,,10832
1143317875,1143318230,0,98835878,0,residential,True,143.934,,,,,Rua da Vistosa,,,,,,,10833
1143317875,3687578668,0,364711968,0,residential,False,84.2,,,,,Rua da Vistosa,,,,,,,10834
1143317875,1145513688,0,364711967,1,residential,False,146.54399999999998,,,,,Rua de Valente Perfeito,,,,,,,10835
1143317881,1143318236,0,98835817,1,residential,False,48.395,1,,50,,Rua Pinto Mourão,,yes,,,,,10836
1143317881,1487095850,0,196694221,1,residential,False,91.19500000000001,,,,,Rua Fialho de Almeida,,,,,,,10837
1143317886,1147306484,0,840586289,0,tertiary,False,51.174,,,,,Travessa de José Fontana,,,,,,,10838
1143317886,1143317476,0,840586289,0,tertiary,True,89.781,,,,,Travessa de José Fontana,,,,,,,10839
1143317890,1487095845,0,135405455,1,secondary,False,7.204,2,,50,,Rua Pádua Correia,,,,,,,10840
1143317890,1771990349,0,483695121,1,secondary,False,60.696999999999996,2,EN 1,,,Avenida da República,,,,,,,10841
1143317891,1143318277,0,98835958,0,tertiary,False,59.822,,,,,Rua de José Falcão,,,,,,,10842
1143317891,1143317549,0,98835958,0,tertiary,True,73.604,,,,,Rua de José Falcão,,,,,,,10843
1143317891,1143316496,0,98836028,1,residential,False,166.237,,,,,Rua da Ramada Alta,,,,,,,10844
1143317893,1143317702,0,98835868,0,secondary,False,38.869,2,EN 1-16,,,Largo 5 de Outubro,,,,,,,10845
1143317893,1143317180,0,98835963,0,secondary,True,53.76,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10846
1143317893,1143316231,0,308992711,0,residential,True,21.627,2,,,,Largo 5 de Outubro,,,,,,,10847
1143317895,1143317463,0,98835983,0,residential,True,149.576,,,,,Praça de Manuel da Silva Reis,,,,,,,10848
1143317902,1143318257,0,98836088,0,residential,True,83.364,,,,,Travessa de Carlos Guedes Amorim,,,,,,,10849
1143317902,7264110063,0,98835809,1,residential,False,124.90599999999999,,,,,Rua de José Fontana,,,,,,,10850
1143317907,1143317387,0,"[98835844, 557662781, 557662782]",1,secondary_link,False,21.461,2,,,,Avenida da República,,,,,,,10851
1143317907,1143318366,0,483715726,1,secondary,False,196.568,2,,,,Avenida da República,,,,,,,10852
1143317908,1145514810,0,98835977,1,residential,False,170.252,,,,,Rua da Carvalhosa,,,,,,,10853
1143317908,1143317484,0,98836023,1,residential,False,66.422,,,,,Rua Doutor António Granjo,,,,,,,10854
1143317920,1163400842,0,98835917,0,residential,True,210.469,2,,,,Rua Doutor Ribeiro Magalhães,,,,,,,10855
1143317920,1143317354,0,"[98836026, 460986076, 460986077]",0,secondary,False,61.796,,,,,"['Travessa do Tenente Valadim', 'Travessa Tenente Valadim']",,,,yes,,,10856
1143317920,1143318340,0,98836026,0,secondary,True,213.176,,,,,Travessa do Tenente Valadim,,,,,,,10857
1143317931,1143317811,0,98835812,1,secondary,False,20.182,1,,,,Avenida Nuno Álvares,,,,,,,10858
1143317931,1143317255,0,99016690,0,residential,False,98.454,,,,,Rua Gonçalo Velho Cabral,,,,,,,10859
1143317932,510772500,0,98835837,1,residential,False,22.003999999999998,1,,,,Rua do Professor Damião Peres,,,,,,,10860
1143317932,510772505,0,227574867,1,secondary,False,46.232,2,,,,Avenida do Bessa,,,,,,,10861
1143317938,4831300838,0,490967803,0,residential,False,55.941,,,,,Rua de São Paio,,,,,,,10862
1143317938,1143316324,0,98836058,0,residential,False,105.849,,,,,Rua de São Paio,,,,,,,10863
1143317938,1143318430,0,490967811,0,residential,True,197.19799999999998,,,,,Rua da Pedra Alta,,,,,,,10864
1143317941,1142605220,0,98835873,1,residential,False,51.67,1,,,,Calçada da Serra,,,,,,,10865
1143317941,1143317804,0,258560836,1,living_street,False,134.558,1,,50,,Rua Rocha Leão,,yes,,,,,10866
1143317943,1143317214,0,98835994,0,residential,False,134.157,,,,,Travessa de Manuel Marques Gomes,,,,,,,10867
1143317943,9769999330,0,371664144,0,secondary,False,213.90099999999995,,,,,Rua de Manuel Marques Gomes,,,,,,,10868
1143317943,1143318281,0,371664144,0,secondary,True,135.066,,,,,Rua de Manuel Marques Gomes,,,,,,,10869
1143317946,1143316551,0,750255773,0,tertiary,True,20.936,,,50,,Rua Fernandes dos Anjos,,,,,,,10870
1143317946,1143318603,0,121389586,0,tertiary,False,207.091,,,50,,Rua Machado dos Santos,,,,,,,10871
1143317949,475352608,0,39653580,0,living_street,False,37.883,,,,,Travessa das Águas Férreas,,,,,,,10872
1143317951,1143318809,0,98836099,0,residential,True,90.306,,,,,Rua Princesa Zara,,,,,,,10873
1143317951,1143318306,0,98835821,0,residential,False,130.176,,,30,,Rua António Gustavo Moreira,,,,,,,10874
1143317951,1143317016,0,98835821,0,residential,True,102.085,,,30,,Rua António Gustavo Moreira,,,,,,,10875
1143317958,1143316301,0,98835963,0,secondary,True,50.16,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10876
1143317958,1145512644,0,98835963,0,secondary,False,170.652,2,EN 1-16,,,Rua Conselheiro Veloso da Cruz,,,,,,,10877
