u,v,key,osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,bridge,name,width,access,junction,tunnel,service,area,fid
4587744599,1436599323,0,463509622,0,living_street,False,97.51400000000001,,,,,Travessa Óscar da Silva,,,,,,,23804
4590506319,445439344,0,"[37937532, 463835631]",0,residential,"[False, True]",37.474,,,,,Rua do Águeda,,,,,,,23805
4590953972,4590953973,0,463890727,0,residential,False,25.827,,,,,,,,,,,,23806
4590953972,1436856615,0,130453071,0,residential,False,9.454,,,,,,,,,,,,23807
4590953972,306126194,0,130453071,0,residential,True,64.526,,,,,,,,,,,,23808
4590953973,1436856592,0,130453056,1,residential,False,9.113,,,,,Rua Moínho de Vento,,,,,,,23809
4590953973,4590953972,0,463890727,0,residential,True,25.827,,,,,,,,,,,,23810
4590969873,1436599424,0,461186536,0,residential,False,73.44,,,,,Travessa de Santana,,,,,,,23811
4591119777,560408964,0,544594845,0,residential,True,29.629,,,,,Rua da Lomba,,,,,,,23812
4591119891,4452315865,0,482318528,0,residential,True,29.957,,,,,Rua de Vera Cruz,,,,,,,23813
4591119891,560408985,0,544597110,1,residential,False,132.42000000000002,,,,,Rua de Vera Cruz,,,,,,,23814
4591283392,9865496606,0,105876428,0,residential,True,114.262,2,,,,Rua Nova das Icas,,,,,,,23815
4591283392,9865496605,0,842111340,0,secondary,False,29.404,2,,50,,Avenida Doutor António Macedo,,,,,,,23816
4591283392,3139475443,0,842111340,0,secondary,True,418.62999999999994,2,,50,,Avenida Doutor António Macedo,,,,,,,23817
4591485613,4438970246,0,446658451,0,residential,True,72.364,,,,,Beco Gonçalves Zarco,,,,,,,23818
4593134635,670869839,0,168970996,1,tertiary,False,50.272000000000006,,,,,,,,,,,,23819
4593134635,698565258,0,223279433,1,tertiary,False,32.869,,,,,,,,roundabout,,,,23820
4593171485,301111106,0,1041899029,1,residential,False,9.79,1,,,,Rua Roberto Ivens,,,,,,,23821
4593171485,1238512325,0,"[847082502, 1041899031]",1,secondary,False,144.502,2,,,,Avenida do Engenheiro Duarte Pacheco,,,,,,,23822
4598315958,670399805,0,1009285798,1,secondary,False,3.275,,,,,Praceta das Cidades Geminadas,,,roundabout,,,,23823
4598508645,4598508651,0,464777281,0,living_street,False,32.382,,,,,,,,,,,,23824
4598508646,4598508651,0,464777281,0,living_street,True,51.643,,,,,,,,,,,,23825
4598508646,4598508648,0,868014850,0,tertiary,False,23.384,,,,,Rua de Monsanto,,,,,,,23826
4598508646,2689537165,0,868014850,0,tertiary,True,22.366,,,,,Rua de Monsanto,,,,,,,23827
4598508647,4598508649,0,464777282,0,living_street,False,33.891,,,,,,,,,,,,23828
4598508648,4598508649,0,464777282,0,living_street,True,51.427,,,,,,,,,,,,23829
4598508648,4598508646,0,868014850,0,tertiary,True,23.384,,,,,Rua de Monsanto,,,,,,,23830
4598508648,343646753,0,868014850,0,tertiary,False,103.86500000000001,,,,,Rua de Monsanto,,,,,,,23831
4598508649,4598508648,0,464777282,0,living_street,False,51.427,,,,,,,,,,,,23832
4598508649,4598508647,0,464777282,0,living_street,True,33.891,,,,,,,,,,,,23833
4598508649,4598508652,0,464777283,0,living_street,False,14.036,,,,,,,,,,,,23834
4598508649,4598508651,0,464777283,0,living_street,True,23.68,,,,,,,,,,,,23835
4598508650,4598508651,0,464777283,0,living_street,False,9.725,,,,,,,,,,,,23836
4598508651,4598508646,0,464777281,0,living_street,False,51.643,,,,,,,,,,,,23837
4598508651,4598508645,0,464777281,0,living_street,True,32.382,,,,,,,,,,,,23838
4598508651,4598508649,0,464777283,0,living_street,False,23.68,,,,,,,,,,,,23839
4598508651,4598508650,0,464777283,0,living_street,True,9.725,,,,,,,,,,,,23840
4598508652,4598508649,0,464777283,0,living_street,True,14.036,,,,,,,,,,,,23841
4598553388,4598553388,0,211561634,0,residential,False,31.656,,,,,Rua de Adelaide Estrada,,,,,,,23842
4598553388,4598553388,1,211561634,0,residential,True,31.656,,,,,Rua de Adelaide Estrada,,,,,,,23843
4598553388,324811352,0,211561634,0,residential,True,151.374,,,,,Rua de Adelaide Estrada,,,,,,,23844
4598555507,257736783,0,258749770,0,residential,True,118.45,,,50,,Rua de Sarah Afonso,,,,,,,23845
4598555507,4598555508,0,258749770,0,residential,False,31.831,,,50,,Rua de Sarah Afonso,,,,,,,23846
4598555508,1652929054,0,258749770,0,residential,False,16.102,,,50,,Rua de Sarah Afonso,,,,,,,23847
4598555508,4598555507,0,258749770,0,residential,True,31.831,,,50,,Rua de Sarah Afonso,,,,,,,23848
4598555508,324811352,0,464784239,1,residential,False,25.226,,,,,,,,,,,,23849
4598555614,3456445898,0,142698180,1,residential,False,6.279,,,,,,,,,,,,23850
4598555614,1561604053,0,666672376,1,residential,False,24.857999999999997,,,,,,,,,,,,23851
4604006192,4505030369,0,453820397,0,residential,True,61.412,,,,,Rua de Aljubarrota,,,,,,,23852
4604006209,497181923,0,28433771,0,residential,False,124.99799999999999,,,,,Rua do Alfageme de Santarém,,,,,,,23853
4604006209,4468029170,0,35112469,0,tertiary,False,92.948,,,,,Rua do Molhe,,,,,,,23854
4604006209,311887301,0,35112469,0,tertiary,True,40.778999999999996,,,,,Rua do Molhe,,,,,,,23855
4604131275,4468847653,0,449966656,0,living_street,True,119.76599999999999,,,,,,,,,,,,23856
4604131404,4452248124,0,448190678,0,residential,False,130.27499999999998,,,,,Travessa do Poeta,,,,,,,23857
4604273018,5476829026,0,224644820,1,primary,False,237.10999999999999,2,EN 12,50,,Estrada Exterior da Circunvalação,,,,,,,23858
4604292339,4604292356,0,"[465468946, 1010236995, 220819519]",1,motorway_link,False,76.27100000000002,1,,10,,,,,,yes,,,23859
4604292356,1725590733,0,738884711,1,motorway_link,False,106.50200000000001,1,,,,,,,,,,,23860
4604361991,6094501306,0,727916052,1,tertiary,False,5.991,2,,,,Rotunda Henrique Pousão,,,roundabout,,,,23861
4604362013,5585519377,0,591816119,0,residential,True,29.703,,,,,Rua Nova da Madorninha,,,,,,,23862
4604362038,6056394005,0,465485966,0,tertiary,False,13.874,2,,,,Rua de João Mendonça,,,,,,,23863
4604362038,297353358,0,465485966,0,tertiary,True,99.08500000000001,2,,,,Rua de João Mendonça,,,,,,,23864
4604362078,4656695215,0,730848988,1,primary,False,29.416,2,EN 12,50,,Estrada Interior da Circunvalação,,,,,,,23865
4604362078,111633569,0,107613403,1,tertiary,False,73.381,1,,,,Estrada Interior da Circunvalação,,,,,,,23866
4605838357,296057068,0,465650954,0,residential,True,30.43,,,,,,,,,,,,23867
4605838359,5413401426,0,561391583,0,residential,True,32.218,,,,,Rua Diu,,,,,,,23868
4605838359,4605838363,0,465650955,0,residential,False,49.900999999999996,,,,,,,,,,,,23869
4605838359,296057110,0,561391583,0,residential,False,76.434,,,,,Rua Diu,,,,,,,23870
4605838363,4605838359,0,465650955,0,residential,True,49.901,,,,,,,,,,,,23871
4605846985,885948023,0,75051438,0,residential,False,14.774999999999999,,,,,Rua Cruz Malpique,,,,,,,23872
4605846985,885948023,1,465651897,0,living_street,True,80.6,,,,,,,,,,,,23873
4605846985,1670607269,0,75051438,0,residential,True,11.033999999999999,,,,,Rua Cruz Malpique,,,,,,,23874
4605846997,2596033802,0,253713337,0,residential,False,45.311,,,,,Rua Mário Botas,,,,,,,23875
4605846997,2596033719,0,253713337,0,residential,True,21.15,,,,,Rua Mário Botas,,,,,,,23876
4605846997,4605846998,0,465651898,0,residential,False,15.017,,,,,,,,,,,,23877
4605846998,2596033719,0,75051337,0,residential,False,23.38,,,,,Rua António Ramalho,,,,,,,23878
4605846998,3237191985,0,75051337,0,residential,True,21.348,,,,,Rua António Ramalho,,,,,,,23879
4605846998,4605846997,0,465651898,0,residential,True,15.017,,,,,,,,,,,,23880
4605892935,296060332,0,"[112479908, 1009285823]",1,primary,False,89.467,2,EN 208,,,"['Rua de São Gens', 'Avenida Xanana Gusmão']",,,,,,,23881
4605892938,430023262,0,198209816,0,primary,False,16.187,,EN 208,,,Rua de São Gens,,,,,,,23882
4605892938,3224242781,0,198209816,0,primary,True,115.789,,EN 208,,,Rua de São Gens,,,,,,,23883
4605892938,2184077150,0,465657884,0,residential,False,42.803,,,,,,,,,,,,23884
4605903365,885948009,0,643608955,0,tertiary,False,5.844,,,,,Rua da Senhora da Penha,,,,,,,23885
4605903365,2596033684,0,"[317452393, 317448506]",0,residential,True,130.054,,,,,"['Rua do Cedro', 'Rua Fernando Oliveira Leite']",,,,,,,23886
4605903365,3224247895,0,643608955,0,tertiary,True,72.62,,,,,Rua da Senhora da Penha,,,,,,,23887
4606429789,492807089,0,487409224,1,residential,False,71.129,,,,,Rua de Vasco Santana,,,,,,,23888
4606429789,4606429792,0,40590093,1,residential,False,107.78299999999999,,,,,Rua do Senhor,,,,,,,23889
4606429791,4606429789,0,317440065,1,residential,False,9.697,,,,,Rua do Senhor,,,,,,,23890
4606429791,3224254519,0,465713296,1,residential,False,80.636,,,,,Rua de Vasco Santana,,,,,,,23891
4606429792,1110314532,0,632383206,0,tertiary,False,12.529,,,,,Rua dos Quatro Caminhos,,,,,,,23892
4606429792,492806750,0,632383207,0,tertiary,True,16.194000000000003,,,,,Rua dos Quatro Caminhos,,,,,,,23893
4606429801,2083726487,0,198209859,0,residential,False,40.016,,,,,Rua do Sobreiro,,,,,,,23894
4606429805,1866964678,0,182819257,0,residential,True,58.815,,,,,Rua do Sobreiro,,,,,,,23895
4606429805,280065691,0,632383199,0,residential,False,31.455,,,,,Rua do Sobreiro,,,,,,,23896
4606429805,5586151375,0,584385609,0,residential,True,19.823999999999998,,,,,,,,,,,,23897
4606429872,4606429873,0,465713300,0,unclassified,False,74.698,,,,,,,,,,,,23898
4606429873,4606429872,0,465713300,0,unclassified,True,74.698,,,,,,,,,,,,23899
4606429873,62913390,0,88292969,0,residential,False,156.152,,,,,Travessa Monte da Terra,,,,,,,23900
4606429873,62952208,0,88292969,0,residential,True,56.349,,,,,Travessa Monte da Terra,,,,,,,23901
4606430202,64646843,0,8875275,0,residential,False,68.837,,,,,Travessa do Monte Ramalhão,,,,,,,23902
4606430202,64646843,1,8875272,0,residential,True,169.00099999999998,,,,,Rua do Monte Ramalhão,,,,,,,23903
4606430202,4606430203,0,8875275,0,residential,True,10.695,,,,,Travessa do Monte Ramalhão,,,,,,,23904
4606430203,4606430202,0,8875275,0,residential,False,10.695,,,,,Travessa do Monte Ramalhão,,,,,,,23905
4606469324,278980002,0,25593013,0,residential,False,51.07299999999999,,,,,,,,,,,,23906
4606469690,4606469691,0,465719356,0,living_street,False,27.061,,,,,,,,,,,,23907
4606469690,4391180267,0,88525080,1,residential,False,329.11899999999997,,,,,Rua do Sarilho,,,,,,,23908
4606469691,4606469690,0,465719356,0,living_street,True,27.061,,,,,,,,,,,,23909
4606475727,64662482,0,8876520,0,residential,False,20.173,,,,,Rua Nova dos Paus,,,,,,,23910
4606475727,64662481,0,8876520,0,residential,True,206.552,,,,,Rua Nova dos Paus,,,,,,,23911
4606475727,4606475728,0,465719982,0,living_street,False,17.037,,,,,,,,,,,,23912
4606475728,4606475727,0,465719982,0,living_street,True,17.037,,,,,,,,,,,,23913
4606475731,62915449,0,8760020,0,residential,False,28.287,,,,,Rua Padre Alexandre Milheiro,,,,,,,23914
4606475731,4606477635,0,8760020,0,residential,True,59.407,,,,,Rua Padre Alexandre Milheiro,,,,,,,23915
4606475731,64665937,0,465719983,0,living_street,True,80.713,,,,,,,,,,,,23916
4606477635,277541155,0,8760020,0,residential,True,24.087,,,,,Rua Padre Alexandre Milheiro,,,,,,,23917
4606477635,4606475731,0,8760020,0,residential,False,59.407,,,,,Rua Padre Alexandre Milheiro,,,,,,,23918
4606477635,64665936,0,8876601,0,residential,True,92.954,,,,,Rua das Moroças,,,,,,,23919
4606538091,1190291361,0,859079046,1,secondary,False,18.384,,,,,Avenida Arquitecto Fernando Távora,,,roundabout,,,,23920
4606538091,1190291556,0,465727801,1,tertiary,False,21.305999999999997,,,,,,,,,,,,23921
4606538098,1436987596,0,130459542,0,residential,False,176.386,,,,,Travessa Gonçalves Zarco,,,,,,,23922
4606538098,1436987635,0,465727802,1,residential,False,16.616,,,,,,,,,,,,23923
4606538103,4606538124,0,308679980,1,secondary,False,57.977000000000004,,,,,Avenida Arquitecto Fernando Távora,,,,,,,23924
4606538103,4606538124,1,465727804,1,residential,False,93.775,,,,,,,,,,,,23925
4606538124,705402045,0,308679980,1,secondary,False,38.023,,,,,Avenida Arquitecto Fernando Távora,,,,,,,23926
4608414340,8188727198,0,880394559,0,living_street,True,2.835,,,,,,,,,,,,23927
4612022408,4612022409,0,466401601,0,residential,False,79.295,,,,,,,,,,,,23928
4612022408,475052386,0,571754741,0,residential,False,62.44,,,,,Rua do Instituto de Cegos de São Manuel,,,,,,,23929
4612022408,5494270842,0,571754741,0,residential,True,23.001,,,,,Rua do Instituto de Cegos de São Manuel,,,,,,,23930
4612022409,4612022408,0,466401601,0,residential,True,79.295,,,,,,,,,,,,23931
4612022469,1419645372,0,128463453,1,residential,False,29.485,,,,,Travessa da Carvalhosa,,,,,,,23932
4612022469,137982073,0,34683151,0,tertiary,False,82.388,2,,,,Rua de Aníbal Cunha,,,,,,,23933
4612022469,25632361,0,34683151,0,tertiary,True,249.639,2,,,,Rua de Aníbal Cunha,,,,,,,23934
4612031733,4612031737,0,453493822,0,tertiary,True,15.064,2,,,,Rua de Oliveira Monteiro,,,,,,,23935
4612031733,473872067,0,39549565,1,residential,False,15.719999999999999,,,,,Rua Doutor Mário de Vasconcelos e Sá,,,,,,,23936
4612031733,428217475,0,453493822,0,tertiary,False,103.475,2,,,,Rua de Oliveira Monteiro,,,,,,,23937
4612031737,4612031733,0,453493822,0,tertiary,False,15.064,2,,,,Rua de Oliveira Monteiro,,,,,,,23938
4612031737,428214955,0,453493822,0,tertiary,True,82.85199999999999,2,,,,Rua de Oliveira Monteiro,,,,,,,23939
4612052759,428217533,0,30417990,1,residential,False,109.869,,,,,Rua do Barão de Forrester,,,,,,,23940
4612052759,474729164,0,706644345,1,residential,False,37.278000000000006,,,50,,Rua do Barão de Forrester,,,,,,,23941
4612052766,474541483,0,1017147074,0,tertiary,True,6.956,2,,50,,Rua de Serpa Pinto,,,,,,,23942
4612052766,1216466345,0,706644344,1,tertiary,False,24.329,,,50,,Rua de Serpa Pinto,,,,,,,23943
4612052768,4612052766,0,466403882,1,tertiary,False,27.394999999999996,,,50,,Rua de Serpa Pinto,,,,,,,23944
4612052768,1216466345,0,724454819,1,tertiary,False,18.953,1,,50,,Largo da Ramada Alta,,,,,,,23945
4612052786,138210915,0,466403883,1,residential,False,23.153,,,,,Rua Paula Vicente,,,,,,,23946
4612052786,2455291504,0,706644343,1,tertiary,False,22.191,2,,,,Rua de Nossa Senhora de Fátima,,,,,,,23947
4612172590,9455004092,0,1025457308,0,residential,True,55.331,,,,,,,,,,,,23948
4614309317,445353651,0,37931995,0,residential,True,20.912,,,,,,,permissive,,,,,23949
4614309319,445353651,0,37931995,0,residential,False,23.331,,,,,,,permissive,,,,,23950
4614309319,445353651,1,466687259,0,residential,True,22.137999999999998,,,,,,,,,,,,23951
4614309319,428672165,0,37931995,0,residential,True,43.702,,,,,,,permissive,,,,,23952
4629278393,1628786770,0,318698153,0,residential,True,58.288,,,,,Rua de Sousa Caldas,,,,,,,23953
4629278394,1628786734,0,468394142,0,residential,False,56.228,,,,,Rua de Vasco de Lima Couto,,,,,,,23954
4656689875,2234753833,0,213844503,0,residential,False,51.31400000000001,2,,,,Rua da Azenha de Cima,,,,,,,23955
4656689875,4526836223,0,213844503,0,residential,True,30.980999999999998,2,,,,Rua da Azenha de Cima,,,,,,,23956
4656694781,1837851122,0,471513572,0,residential,True,57.902,2,,,,Travessa Aleixo Fernandes,,,,,,,23957
4656695033,4505318828,0,"[905859512, 453851713]",0,living_street,False,62.93300000000001,,,,,Beco do Machado,,,,,,,23958
4656695215,429541653,0,730848988,1,primary,False,45.75,2,EN 12,50,,Estrada Interior da Circunvalação,,,,,,,23959
4665754376,301109615,0,172956511,1,residential,False,87.46199999999999,,,,,Rua de Conde Alto Mearim,,,,,,,23960
4665754376,1837851246,0,351258164,1,secondary,False,12.232,,,,,Rua de Alfredo Cunha,,,,,,,23961
4665774638,301110775,0,172956384,1,tertiary,False,165.06300000000002,,,,,Avenida Menéres,,,,,,,23962
4665774638,4665774639,0,1006953160,1,secondary,False,23.557999999999996,2,,,,Rotunda da Fonte Luminosa,,,roundabout,,,,23963
4665774639,698737659,0,36835675,1,secondary,False,31.676000000000002,2,,,,Rotunda da Fonte Luminosa,,,roundabout,,,,23964
4665774639,5152280290,0,530624480,1,secondary,False,182.19300000000004,,EN 107,,,Avenida Dom Afonso Henriques,,,,,,,23965
4665774641,8300397646,0,"[1009285795, 952606381, 952606382]",1,secondary,False,114.44500000000001,2,,,,Avenida Vilagarcía de Arousa,,,,,,,23966
4665774641,698737663,0,1009285793,1,secondary,False,25.293,2,,,,Rotunda da Fonte Luminosa,,,roundabout,,,,23967
4665774643,6094371910,0,"[12542499, 929680871]",1,secondary,False,149.63,2,EN 107,,,Avenida Dom Afonso Henriques,,,,,,,23968
4665774643,428213065,0,1006953159,1,secondary,False,21.842,2,,,,Rotunda da Fonte Luminosa,,,roundabout,,,,23969
4665774668,492795948,0,152721965,1,secondary,False,137.945,1,,,,Avenida Vasco da Gama,,,,,,,23970
4665774668,1655115755,0,583817433,1,secondary,False,29.942000000000004,,,,,,,,roundabout,,,,23971
4665774670,1219137848,0,472368901,0,residential,True,28.852,,,,,Rua das Icas,,,,,,,23972
4665774673,9865496606,0,105876428,0,residential,False,49.095,2,,,,Rua Nova das Icas,,,,,,,23973
4665774673,4665774674,0,472368902,0,residential,False,48.031,,,,,Travessa das Icas,,,,,,,23974
4665774673,1219137970,0,105876428,0,residential,True,93.471,2,,,,Rua Nova das Icas,,,,,,,23975
4665774674,4665774673,0,472368902,0,residential,True,48.031,,,,,Travessa das Icas,,,,,,,23976
4665774674,1219137848,0,105876442,0,residential,False,56.834,,,,,Rua das Icas,,,,,,,23977
4665774674,1219137674,0,105876442,0,residential,True,54.425,,,,,Rua das Icas,,,,,,,23978
4677584342,2880479512,0,824075309,0,residential,True,13.551,,,,,Calçada da Ranha,,,,,,,23979
4677584342,2880479531,0,"[824075306, 473693519]",0,residential,False,88.04599999999999,,,,,Rua 5,,,,,,,23980
4677584342,1731170251,0,824075309,0,residential,False,136.69400000000002,,,,,Calçada da Ranha,,,,,,,23981
4683840087,2639669637,0,474423791,0,secondary,False,95.149,,,,,Rua da África,,,,,,,23982
4685339955,4526689718,0,100862790,1,residential,False,36.9,1,,,,,,,,,,,23983
4685339955,1165604053,0,100862811,0,residential,False,80.787,1,,,,Rua Doutor Pedro Augusto Ferreira,,,,,,,23984
4685392590,3092699113,0,892703083,1,secondary,False,82.982,1,,,,Rua de Gonçalo Cristóvão,,,,,,,23985
4685392590,452682218,0,892703084,1,residential,False,21.498,,,,,,,,,,,,23986
4685392598,1110698255,0,210669782,1,secondary,False,25.349,,,,,Rua de Gonçalo Cristóvão,4,,,,,,23987
4685392598,452682297,0,"[893051368, 893051370]",1,secondary,False,117.186,,,,,Rua de Gonçalo Cristóvão,4,,,,,,23988
4685392607,25632285,0,800460939,1,secondary,False,83.083,,,,,Praça da República,4,,,,,,23989
4685392627,474794846,0,1016388206,0,tertiary,False,5.118,,,,,Rua de São Dinis,,,,,,,23990
4685392627,474797441,0,39608733,1,living_street,False,70.65899999999999,,,,,Rua do Capitão Pombeiro,,,,,,,23991
4685392627,474800358,0,1016388206,0,tertiary,True,77.54,,,,,Rua de São Dinis,,,,,,,23992
4685448853,413301124,0,496736162,0,primary,True,53.317,,,,,Rua das Linhas de Torres,,,,,,,23993
4685448853,413301106,0,"[161124067, 35413716]",1,primary,False,80.19300000000001,2,,60,viaduct,Rua das Linhas de Torres,,,,,,,23994
4685552123,4573702124,0,620019004,0,residential,True,66.751,,,,,Rua do Pinheiro de Campanhã,,,,,,,23995
4685552123,5277663154,0,1006229487,0,tertiary,False,102.778,,,,,Rua do Pinheiro de Campanhã,,,,,,,23996
4685552123,9098489609,0,1018752486,0,tertiary,False,94.769,,,,,,,,,,,,23997
4685552138,1594780246,0,474647316,0,living_street,True,116.78899999999997,,,,,Travessa do Pinheiro de Campanhã,,,,,,,23998
4685582565,114312390,0,"[12543217, 29036542, 497150662]",1,motorway_link,False,185.156,"['2', '1']",,,viaduct,,,,,,,,23999
4685582565,25507581,0,"[29036540, 29036541, 497925444]",1,motorway,False,282.10699999999997,4,"['IP 1', 'A20']",80,viaduct,Via de Cintura Interna,,,,,,,24000
4685582836,560975933,0,474651343,0,unclassified,False,290.82200000000006,,,,,Rua da China,,,,,,,24001
4685615426,1548165946,0,474655381,0,residential,True,18.586,,,50,,Largo do Padre Baltazar Guedes,,yes,,,,,24002
4685615426,138241052,0,546400943,0,residential,True,19.615,,,,,Largo do Padre Baltazar Guedes,,,,,,,24003
4685615426,5268328250,0,504045800,0,residential,False,75.588,,,,,Rua do Duque da Saldanha,,,,,,,24004
4685615426,2107975883,0,546400943,0,residential,False,61.589,,,,,Largo do Padre Baltazar Guedes,,,,,,,24005
4687572363,4687572368,0,474896544,0,living_street,False,76.452,,,,,,,,,,,,24006
4687572368,4505305042,0,453850453,0,living_street,False,55.449,,,,,Rua de Dórdio Gomes,,,,,,,24007
4687572368,4505305040,0,453850453,0,living_street,True,45.379,,,,,Rua de Dórdio Gomes,,,,,,,24008
4687572368,4687572363,0,474896544,0,living_street,True,76.452,,,,,,,,,,,,24009
4695525092,1243857939,0,"[479181126, 479127854, 479127855, 479165875, 453955769]",1,motorway,False,712.289,"['4', '3']",IC 23,80,,Via de Cintura Interna,,,,,,,24010
4695855137,1316579972,0,204623598,0,residential,False,46.624,,,,,Rua de Artur Loureiro,,,,,,,24011
4695855137,4695855141,0,204623598,0,residential,True,41.745,,,,,Rua de Artur Loureiro,,,,,,,24012
4695855137,4695855138,0,475905754,0,residential,False,60.246,,,,,Vereda Quinta da Cruz,,,,,,,24013
4695855138,4695855137,0,475905754,0,residential,True,60.246,,,,,Vereda Quinta da Cruz,,,,,,,24014
4695855141,4695855137,0,204623598,0,residential,False,41.745,,,,,Rua de Artur Loureiro,,,,,,,24015
4695855141,4695855142,0,475905755,0,residential,False,62.421,,,,,,,,,,,,24016
4695855141,1918763288,0,204623598,0,residential,True,90.36299999999999,,,,,Rua de Artur Loureiro,,,,,,,24017
4695855142,4695855141,0,475905755,0,residential,True,62.421,,,,,,,,,,,,24018
4699192457,3569490410,0,476310759,0,residential,True,46.248999999999995,,,,,,,,,,,,24019
4699555610,1919773703,0,255415316,0,secondary,False,229.338,,,,,Rua de Recarei,,,,,,,24020
4699555610,1728072987,0,255415316,0,secondary,True,143.826,,,,,Rua de Recarei,,,,,,,24021
4699555610,4699555613,0,476354309,0,residential,False,206.974,,,,,,,,,,,,24022
4699555610,1919773599,0,988272619,0,residential,True,264.38,,,,,,,,,,,,24023
4699555613,4699555610,0,476354309,0,residential,True,206.974,,,,,,,,,,,,24024
4703665402,269567423,0,"[476944648, 549753677, 453393320]",0,"['residential', 'living_street']",False,262.91400000000004,,,,,Rua das Oliveiras,,,,,,,24025
4703665402,445028182,0,"[476944648, 311272090]",0,living_street,True,38.044,,,,,Rua 9 de Abril,,,,,,,24026
4703665402,4413343745,0,"[476944650, 443789659]",0,living_street,False,79.387,,,,,Travessa Artur Neves,,,,,,,24027
4703906251,473859815,0,448867786,1,tertiary,False,11.186,,,50,,Largo da Ramada Alta,,,,,,,24028
4703906251,4246373461,0,580264834,1,tertiary,False,27.988,,,,,Rua de Nossa Senhora de Fátima,,,,,,,24029
4703910293,474541483,0,39586894,1,residential,False,168.278,,,,,Rua dos Burgães,,,,,,,24030
4703910293,3140385691,0,39588456,0,living_street,False,24.729,,,,,Rua da Peneda,,,,,,,24031
4703910299,474546975,0,39587108,1,residential,False,95.407,,,,,Rua do Gerês,,,,,,,24032
4703910299,3140385691,0,308771431,0,living_street,True,95.565,,,,,Rua da Peneda,,,,,,,24033
4708552713,299611387,0,27292961,1,residential,False,37.575,,,,,Rua de João Ramalho,,,,,,,24034
4708552713,4708552719,0,477518923,0,residential,False,98.091,,,,,Travessa de Oliveira Martins,,,,,,,24035
4708552719,299611581,0,27292953,1,residential,False,38.404,,,,,Rua de Oliveira Martins,,,,,,,24036
4708552719,4708552713,0,477518923,0,residential,True,98.09100000000001,,,,,Travessa de Oliveira Martins,,,,,,,24037
4708644785,343634570,0,477530375,0,residential,False,114.164,,,,,Rua José Monteiro da Costa,,,,,,,24038
4708644785,343634545,0,1018379409,1,residential,False,26.943,,,,,Rua José Monteiro da Costa,,,,,,,24039
4708644788,343634545,0,1018379410,1,secondary,False,30.515,,,,,Via Futebol Clube do Porto,,,,,,,24040
4708644788,4708644785,0,30911266,1,residential,False,30.488,,,,,Rua José Monteiro da Costa,,,,,,,24041
4708644895,4708644909,0,477530377,1,secondary,False,48.248999999999995,,,,,Via Futebol Clube do Porto,,,,,,,24042
4708644895,4708644900,0,1018382235,1,secondary,False,57.719,,,,,Via Futebol Clube do Porto,,,,,,,24043
4708644900,343634530,0,35043629,1,secondary,False,120.17899999999999,,,,,Via Futebol Clube do Porto,,,,,,,24044
4708644909,4708644900,0,35043631,1,secondary,False,51.628,,,,,Rua João Marques Pinto,,,,,,,24045
4708644909,128655654,0,477530378,0,secondary,False,113.532,,,,,Rua João Marques Pinto,,,,,,,24046
4708680492,423185164,0,36268853,1,primary,False,34.6,3,,,,Campo 24 de Agosto,,,,,,,24047
4710036517,1395617227,0,477697199,0,residential,False,56.268,,,,,Rua dos Pescadores,,,,,,,24048
4710036517,1551013205,0,477697199,0,residential,True,72.34899999999999,,,,,Rua dos Pescadores,,,,,,,24049
4710036517,4771259456,0,477697204,0,residential,False,33.757999999999996,,,,,Rua Monte de São Pedro,,,,,,,24050
4718335967,4718335968,0,478621050,0,residential,False,9.815,,,,,Largo da Beneditina,,,,,,highway,24051
4718335967,480348688,0,479771755,0,living_street,True,5.015,,,,,Rua da Beneditina,,,,,,,24052
4718335967,4504937436,0,478621050,0,residential,True,33.305,,,,,Largo da Beneditina,,,,,,highway,24053
4718335968,4504937436,0,453808767,0,living_street,True,13.752,,,,,Largo da Beneditina,,,,,,,24054
4718335968,4504937436,1,478621050,0,residential,False,13.752,,,,,Largo da Beneditina,,,,,,highway,24055
4718335968,4718335967,0,478621050,0,residential,True,9.815,,,,,Largo da Beneditina,,,,,,highway,24056
4718335968,480319146,0,708420438,0,living_street,False,33.644000000000005,,,,,Rua da Beneditina,,,,,,,24057
4718336104,480328314,0,39977889,0,residential,False,63.486,,,,,Rua de Duarte Barbosa,,,,,,,24058
4718387854,4718387881,0,"[478627064, 478627062]",0,living_street,False,112.78999999999999,,,,yes,Rua do Abade Correia da Serra,,,,,,,24059
4718387879,4718387854,0,478627061,1,living_street,False,492.93600000000015,,,,,,,,,,,,24060
4718387881,4718388025,0,478627064,0,living_street,False,69.77,,,,,,,,,,,,24061
4718387881,4718388025,1,"[478627065, 37855530]",0,"['residential', 'living_street']",True,66.484,,,,,Rua Avelar Brotero,,,,,,,24062
4718387881,4718387854,0,"[478627064, 478627062]",0,living_street,True,112.79,,,,yes,Rua do Abade Correia da Serra,,,,,,,24063
4718387996,4718387997,0,478627069,0,living_street,False,15.882,,,,,,,,,,,,24064
4718387996,297880033,0,"[37855529, 478627067]",0,"['residential', 'living_street']",False,88.03899999999999,,,,,Rua de Mário Bonito,,,,,,,24065
4718387996,6702736624,0,478627067,0,living_street,True,99.13499999999999,,,,,,,,,,,,24066
4718387997,4718387996,0,478627069,0,living_street,True,15.882,,,,,,,,,,,,24067
